zoo,Scientific name,Common name,Given name,gender,Date of birth,age,isTransportable
̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,Eira barbata,Tayra,Lynna,Female,2/15/2024,94-040-0803,true
̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,Myrmecophaga tridactyla,Giant anteater,Katherina,Female,10/25/2023,13-993-3934,false
0/0,Milvago chimachima,"Caracara, yellow-headed",Jorry,Female,6/10/2023,77-882-4526,true
0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,Anas bahamensis,"Pintail, white-cheeked",Angie,Male,3/3/2024,61-252-5022,true
"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",Hyaena hyaena,"Hyena, striped",Ingmar,Male,8/25/2023,25-437-8860,true
﻿,Ratufa indica,Malabar squirrel,Hetty,Female,8/19/2023,17-215-8857,true
١٢٣,Coendou prehensilis,"Porcupine, tree",Margit,Female,11/11/2023,65-098-0728,false
1E+02,Vanellus chilensis,Southern lapwing,Demetris,Female,1/20/2024,99-064-6631,true
👩🏽,Bettongia penicillata,"Kangaroo, brush-tailed rat",Demetria,Female,2/2/2024,13-248-7948,true
"""''''""'""",Bubalus arnee,Wild water buffalo,Lizbeth,Female,2/14/2024,04-064-9032,true
",./;'[]\-=",Aquila chrysaetos,Golden eagle,Juditha,Female,3/13/2024,73-027-6666,true
$1.00,Theropithecus gelada,"Monkey, bleeding heart",Darryl,Agender,9/6/2023,59-261-4924,true
NULL,Bassariscus astutus,Ringtail cat,Sauveur,Male,11/17/2023,26-468-9977,false
-1/2,Scolopax minor,"Woodcock, american",Angelico,Male,7/10/2023,33-799-4322,true
() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Crotalus adamanteus,Eastern diamondback rattlesnake,Rollins,Male,8/13/2023,52-883-8565,false
ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,Passer domesticus,"Sparrow, house",Erasmus,Male,4/29/2023,20-457-7070,false
ÅÍÎÏ˝ÓÔÒÚÆ☃,Plectopterus gambensis,Spur-winged goose,Rafa,Agender,10/26/2023,18-416-0196,true
ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,Eurocephalus anguitimens,Southern white-crowned shrike,Dedra,Female,3/18/2024,25-008-7769,false
␣,Eutamias minimus,Least chipmunk,Erik,Male,4/27/2023,55-073-0393,false
¡™£¢∞§¶•ªº–≠,Marmota caligata,Hoary marmot,Bambi,Bigender,6/8/2023,22-045-3190,false
１２３,Eurocephalus anguitimens,Southern white-crowned shrike,Oralie,Female,9/8/2023,60-646-2573,false
0/0,Taxidea taxus,American badger,Ophelie,Female,12/7/2023,83-656-9900,true
-1E+02,Camelus dromedarius,Dromedary camel,Truman,Male,8/21/2023,39-566-4393,true
<img src=x onerror=alert('hi') />,Cracticus nigroagularis,Pied butcher bird,Belva,Female,9/15/2023,56-641-3069,false
œ∑´®†¥¨ˆøπ“‘,Gymnorhina tibicen,"Magpie, australian",Care,Male,7/21/2023,40-763-7180,true
0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,Otocyon megalotis,"Fox, bat-eared",Ricoriki,Male,5/5/2023,69-883-9041,false
00˙Ɩ$-,Hyaena hyaena,Striped hyena,Gabriela,Female,3/1/2024,08-833-9542,false
-1E2,Phalaropus fulicarius,Grey phalarope,Chad,Male,4/26/2023,38-329-8327,false
"""''''""'""",Eira barbata,Tayra,Padraig,Male,8/5/2023,64-817-2512,true
社會科學院語學研究所,Gopherus agassizii,"Tortoise, desert",Aeriell,Female,12/14/2023,05-139-7822,false
⁰⁴⁵,Nycticorax nycticorax,Black-crowned night heron,Frank,Male,8/20/2023,20-668-3889,false
̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,Rhea americana,"Rhea, gray",Randolf,Polygender,4/16/2024,77-411-2755,false
١٢٣,Callipepla gambelii,"Quail, gambel's",Berky,Male,10/13/2023,77-015-1368,false
',Corvus brachyrhynchos,"Crow, house",Merv,Genderqueer,6/16/2023,84-164-8865,false
"""''''""'""",Varanus sp.,Ground monitor (unidentified),Dwain,Male,10/29/2023,88-252-0842,false
👩🏽,Deroptyus accipitrinus,"Parrot, hawk-headed",Cariotta,Female,1/26/2024,83-962-7991,false
﻿,Coluber constrictor,Racer snake,Kenon,Non-binary,2/12/2024,57-766-8671,false
999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,Larus sp.,Gulls (unidentified),Marcel,Male,5/26/2023,72-709-0337,true
❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,Tachyglossus aculeatus,Australian spiny anteater,Vicki,Female,5/30/2023,03-751-2919,true
"""'""'""''''""",Gorilla gorilla,Western lowland gorilla,Raina,Female,9/30/2023,90-367-4193,false
Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,Mellivora capensis,"Badger, honey",Edward,Male,7/18/2023,21-687-3246,true
-1E2,Cervus elaphus,Red deer,Lewes,Male,8/26/2023,15-469-2447,false
"'""'",Nannopterum harrisi,"Cormorant, flightless",Suzanna,Female,10/9/2023,41-279-4727,true
/dev/null; touch /tmp/blns.fail ; echo,Microcavia australis,Cuis,Claudian,Male,8/27/2023,25-786-1300,false
!@#$%^&*(),Anas punctata,Hottentot teal,Nomi,Female,9/8/2023,14-371-6426,false
❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,Paradoxurus hermaphroditus,Toddy cat,Marlena,Female,6/5/2023,45-945-6310,true
"""''''""'""",Carduelis pinus,"Siskin, pine",Garry,Male,5/27/2023,14-872-3750,true
␢,Orcinus orca,"Whale, killer",Chev,Male,11/8/2023,54-184-6180,false
˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,Macaca mulatta,Rhesus macaque,Phyllys,Female,2/18/2024,04-761-2416,true
"""''''""'""",Picoides pubescens,"Woodpecker, downy",Cameron,Male,12/24/2023,04-450-9426,false
NIL,Alcelaphus buselaphus cokii,Coke's hartebeest,Frazier,Male,6/7/2023,38-595-4809,false
,Myotis lucifugus,"Bat, little brown",Jenilee,Bigender,6/21/2023,72-765-4145,true
⁰⁴⁵,Deroptyus accipitrinus,Hawk-headed parrot,Devlin,Male,6/3/2023,80-369-2127,false
../../../../../../../../../../../etc/hosts,Varanus sp.,"Lizard, goanna",Zena,Non-binary,3/21/2024,67-546-4969,true
1,Myotis lucifugus,Little brown bat,Rebekah,Female,5/24/2023,62-955-4634,false
',Streptopelia senegalensis,Laughing dove,Art,Male,3/4/2024,99-973-1083,false
⁦test⁧,Mellivora capensis,Honey badger,Dur,Male,4/23/2023,83-834-6675,true
nil,Ardea cinerea,Grey heron,Dick,Male,5/6/2023,67-258-7751,true
Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,Libellula quadrimaculata,Russian dragonfly,Hill,Male,8/4/2023,88-321-5918,false
-1.00,Vanellus sp.,Lapwing (unidentified),Bernardina,Female,4/3/2024,20-317-9663,true
｀ｨ(´∀｀∩,Ceryle rudis,"Kingfisher, pied",Katherine,Bigender,1/6/2024,84-200-7489,true
1;DROP TABLE users,Macropus giganteus,Eastern grey kangaroo,Irena,Female,8/12/2023,29-052-0026,false
1/2,Phalacrocorax brasilianus,"Cormorant, neotropic",Dallas,Male,3/14/2024,09-044-4420,false
<script>alert('hi')</script>,Limnocorax flavirostra,"Crake, african black",Andreas,Male,9/25/2023,57-453-5190,false
NULL,Ciconia episcopus,"Stork, white-necked",Claudell,Polygender,7/13/2023,94-988-1533,false
‪‪test‪,Oncorhynchus nerka,"Salmon, sockeye",Nicol,Female,9/16/2023,19-945-7096,false
Œ„´‰ˇÁ¨ˆØ∏”’,Cervus elaphus,Red deer,Darryl,Male,2/5/2024,03-274-9012,true
-1E2,Anas punctata,"Teal, hottentot",Peterus,Male,8/9/2023,36-765-4147,true
"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",Mycteria leucocephala,"Stork, painted",Filberto,Male,5/23/2023,12-088-0989,false
　,Cordylus giganteus,"Lizard, giant girdled",Filippo,Male,2/20/2024,19-059-1847,false
・(￣∀￣)・:*:,Neotis denhami,"Bustard, denham's",Maitilde,Female,4/5/2024,59-417-3674,false
‪‪test‪,Sylvicapra grimma,"Duiker, gray",Amery,Bigender,1/26/2024,45-398-1404,false
"<>?:""{}|_+",Actophilornis africanus,"Trotter, lily",Clio,Female,2/18/2024,79-121-5392,false
-1E2,Cervus duvauceli,"Deer, swamp",Hattie,Female,8/25/2023,70-339-9755,true
Ω≈ç√∫˜µ≤≥÷,Felis silvestris lybica,"Cat, kaffir",Madge,Female,3/9/2024,63-013-6636,true
(╯°□°）╯︵ ┻━┻)  ,Gymnorhina tibicen,"Magpie, australian",Hubert,Male,2/25/2024,58-755-7846,true
₀₁₂,Rhea americana,Gray rhea,Marve,Male,6/2/2023,07-935-4975,true
(╯°□°）╯︵ ┻━┻)  ,Phalacrocorax carbo,"Cormorant, large",Minna,Female,12/13/2023,03-600-6135,true
הָיְתָהtestالصفحات التّحول,Geospiza sp.,Darwin ground finch (unidentified),Beale,Male,5/8/2023,88-960-5298,false
¸˛Ç◊ı˜Â¯˘¿,Canis mesomelas,"Jackal, black-backed",Marcille,Polygender,8/22/2023,88-330-9901,false
1E2,Zosterops pallidus,"White-eye, pale",Taddeo,Male,8/23/2023,31-284-7781,false
‪‪test‪,Deroptyus accipitrinus,Hawk-headed parrot,Gigi,Female,7/8/2023,85-388-4495,false
👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,Mirounga angustirostris,Northern elephant seal,Fitzgerald,Male,9/19/2023,32-194-8779,false
␡,Aonyx capensis,Cape clawless otter,Andre,Male,1/5/2024,06-750-7341,true
﻿,Haliaetus leucogaster,White-bellied sea eagle,Emmett,Male,5/24/2023,32-754-7617,true
test⁠test‫,Lepus arcticus,"Hare, arctic",Isidro,Male,9/5/2023,72-644-5839,true
"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",Leptoptilus dubius,"Stork, greater adjutant",Perkin,Male,11/13/2023,19-133-5290,true
1E+02,Spermophilus richardsonii,Richardson's ground squirrel,Itch,Male,12/16/2023,20-531-3711,false
null,Sylvicapra grimma,Common duiker,Romola,Female,7/1/2023,93-568-2037,false
'',unavailable,Snake (unidentified),Valaree,Female,7/24/2023,32-500-1855,true
999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,Meles meles,European badger,Ossie,Male,12/23/2023,41-276-7990,false
1E02,Mazama americana,"Brocket, red",Antonio,Male,10/3/2023,11-200-3261,false
œ∑´®†¥¨ˆøπ“‘,Melanerpes erythrocephalus,Red-headed woodpecker,Katherina,Female,10/25/2023,60-306-5748,true
$1.00,Lamprotornis nitens,"Starling, red-shouldered glossy",Gregory,Male,7/25/2023,20-870-7319,false
<script>alert('hi')</script>,Rangifer tarandus,Reindeer,Ambrosi,Male,10/27/2023,01-027-1090,false
１２３,Butorides striatus,"Heron, green",Rivi,Female,12/15/2023,53-247-2423,true
̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,Acinynox jubatus,Cheetah,Armin,Male,11/5/2023,03-753-3554,false
␣,Bettongia penicillata,"Bettong, brush-tailed",Osbert,Male,5/31/2023,46-626-6068,true
"__ﾛ(,_,*)",Dasypus novemcinctus,Nine-banded armadillo,Jobie,Female,8/31/2023,37-441-8013,true
",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",Eolophus roseicapillus,"Cockatoo, roseate",Saleem,Male,12/24/2023,71-362-2948,false
⁰⁴⁵₀₁₂,Ephippiorhynchus mycteria,"Stork, jabiru",Grantham,Male,7/2/2023,68-680-3627,false
() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Ardea cinerea,Gray heron,Nixie,Genderfluid,8/11/2023,80-076-9756,false
👩🏽,Mephitis mephitis,Striped skunk,Paolina,Female,1/4/2024,56-224-9828,true
❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,Sitta canadensis,"Nuthatch, red-breasted",Robinet,Male,12/11/2023,13-215-9754,true
',Mazama gouazoubira,Savannah deer,Vida,Female,6/23/2023,95-897-6414,true
œ∑´®†¥¨ˆøπ“‘,unavailable,Python (unidentified),Cammy,Male,8/19/2023,28-659-4122,false
1/2,Phoeniconaias minor,Lesser flamingo,Chiquita,Female,10/6/2023,84-596-4810,false
1;DROP TABLE users,Loxodonta africana,"Elephant, african",Bradford,Male,6/22/2023,11-814-6885,true
åß∂ƒ©˙∆˚¬…æ,Callipepla gambelii,Gambel's quail,Kippy,Female,9/14/2023,44-427-3408,true
‫test‫,Odocoilenaus virginianus,White-tailed deer,Hunt,Male,12/27/2023,61-396-0556,true
1.00,Aquila chrysaetos,Golden eagle,Winnie,Male,7/31/2023,82-654-6929,false
999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,Cracticus nigroagularis,"Bird, black-throated butcher",Aldric,Male,6/2/2023,02-627-7356,true
() { 0; }; touch /tmp/blns.shellshock1.fail;,Bassariscus astutus,Civet cat,Cyrillus,Male,3/25/2024,26-110-9039,false
00˙Ɩ$-,Hippopotamus amphibius,Hippopotamus,Sharona,Female,2/3/2024,86-410-1574,false
1/2,Vulpes cinereoargenteus,Grey fox,Annora,Female,2/13/2024,21-923-6976,true
nil,Felis concolor,"Lion, mountain",Cherry,Female,9/14/2023,25-485-9380,false
1.00,Microcavia australis,Cuis,Norby,Male,5/26/2023,36-216-6584,true
ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,Castor fiber,"Beaver, eurasian",Wrennie,Female,8/14/2023,54-170-6363,true
"""'""'""''''""",Macaca nemestrina,"Macaque, pig-tailed",Aleece,Female,2/17/2024,75-793-7130,false
田中さんにあげて下さい,Ursus americanus,Black bear,Hurleigh,Male,1/1/2024,86-394-4915,false
👩🏽,Pelecanus conspicillatus,"Pelican, australian",Winna,Female,2/21/2024,68-431-9309,true
null,Spermophilus armatus,Uinta ground squirrel,Giavani,Male,11/7/2023,21-880-2780,false
"<>?:""{}|_+",Macropus rufogriseus,Red-necked wallaby,Bobina,Female,7/20/2023,08-951-5032,false
<svg><script>0<1>alert('XSS')</script>,Anathana ellioti,"Shrew, mandras tree",Barbra,Female,6/8/2023,45-039-3173,false
',Chloephaga melanoptera,Andean goose,Pansie,Female,4/9/2024,95-460-1788,true
␣,Anastomus oscitans,Asian openbill,Adelaida,Female,9/1/2023,51-920-9535,false
Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,Felis pardalis,Ocelot,Alayne,Female,8/24/2023,59-558-9004,false
../../../../../../../../../../../etc/passwd%00,Francolinus coqui,Coqui partridge,Zebedee,Male,12/20/2023,59-285-5097,true
-$1.00,Macropus eugenii,"Wallaby, tammar",Auberon,Male,10/6/2023,69-267-6760,false
社會科學院語學研究所,Varanus salvator,"Legaan, water",Siouxie,Female,9/19/2023,26-833-8790,true
999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,Felis yagouaroundi,Jaguarundi,Wandie,Female,10/4/2023,14-305-5659,true
﻿,Limnocorax flavirostra,African black crake,Torrey,Male,9/1/2023,58-360-6476,false
⁰⁴⁵,Gopherus agassizii,"Tortoise, desert",Ronna,Female,3/27/2024,87-496-0361,false
👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,Genetta genetta,"Genet, common",Deloris,Genderqueer,4/18/2023,36-670-5205,false
｀ｨ(´∀｀∩,Dipodomys deserti,Desert kangaroo rat,Aube,Male,6/1/2023,24-797-6644,true
❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,Drymarchon corias couperi,Eastern indigo snake,Donny,Female,11/20/2023,80-306-1616,true
1;DROP TABLE users,Oxybelis sp.,Vine snake (unidentified),Pryce,Male,3/30/2024,68-905-4355,false
 ,Butorides striatus,Green heron,Locke,Male,11/8/2023,78-455-6574,false
ÅÍÎÏ˝ÓÔÒÚÆ☃,Gazella thompsonii,"Gazelle, thomson's",Lizbeth,Female,3/30/2024,22-881-8481,false
␣,Carduelis pinus,"Siskin, pine",Tracie,Male,10/17/2023,29-247-7598,false
‪‪test‪,Panthera leo,"Lion, african",Atlante,Female,7/20/2023,06-882-1216,true
 test ,Platalea leucordia,European spoonbill,Brianna,Female,3/14/2024,43-557-6002,false
"""",Ratufa indica,Indian giant squirrel,Faydra,Female,12/24/2023,33-387-1653,true
울란바토르,Hymenolaimus malacorhynchus,"Duck, mountain",Hillie,Male,12/19/2023,16-225-6425,true
‫test‫,Pterocles gutturalis,Yellow-throated sandgrouse,Thorin,Male,3/23/2024,24-630-6583,true
1E+02,Grus rubicundus,"Crane, brolga",Cy,Male,6/22/2023,46-149-3548,true
사회과학원 어학연구소,Acanthaster planci,"Starfish, crown of thorns",Bradney,Bigender,9/24/2023,16-283-0099,true
Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,Lamprotornis nitens,Red-shouldered glossy starling,Tynan,Male,3/6/2024,07-267-1421,false
⁰⁴⁵,Podargus strigoides,"Frogmouth, tawny",Trista,Female,6/25/2023,51-237-4978,false
'',Merops bullockoides,"Bee-eater, white-fronted",Lian,Female,9/16/2023,21-412-0835,false
(｡◕ ∀ ◕｡),Capra ibex,Ibex,Billi,Female,2/6/2024,22-877-6821,false
⁦test⁧,Phoenicopterus ruber,"Flamingo, roseat",Nels,Male,8/26/2023,62-834-1225,true
<img src=x onerror=alert('hi') />,Marmota caligata,Hoary marmot,Dagny,Male,6/10/2023,53-744-8792,false
¡™£¢∞§¶•ªº–≠,Neophoca cinerea,"Lion, australian sea",Justino,Genderfluid,1/23/2024,50-549-8971,false
1E02,Coendou prehensilis,"Porcupine, tree",Sharona,Female,12/19/2023,84-830-2313,true
١٢٣,Rhea americana,"Rhea, gray",Ariana,Agender,6/20/2023,76-811-3247,true
הָיְתָהtestالصفحات التّحول,Merops bullockoides,White-fronted bee-eater,Joellyn,Female,6/24/2023,52-188-4053,false
"""'""'""''''""",Terrapene carolina,Eastern box turtle,Riva,Female,2/8/2024,11-844-9138,true
﻿,Francolinus leucoscepus,Yellow-necked spurfowl,Annalise,Female,6/1/2023,11-911-8439,true
test⁠test‫,Phalacrocorax brasilianus,"Cormorant, neotropic",Idell,Non-binary,6/21/2023,00-596-4458,true
 ,Anas bahamensis,Bahama pintail,Thurston,Male,12/2/2023,55-756-5357,false
00˙Ɩ$-,Zonotrichia capensis,Rufous-collared sparrow,Emelen,Male,2/17/2024,00-825-4739,false
部落格,Elephas maximus bengalensis,Asian elephant,Mirabel,Female,4/17/2024,75-735-4389,false
1E2,Buteo regalis,"Hawk, ferruginous",Wilton,Male,7/13/2023,93-630-3547,true
nil,Charadrius tricollaris,"Plover, three-banded",Townsend,Male,10/8/2023,63-669-5512,true
0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,Oryx gazella callotis,Fringe-eared oryx,Aldric,Male,2/13/2024,48-609-0579,false
"""''''""'""",Lycosa godeffroyi,Wolf spider,Leonanie,Female,7/14/2023,69-420-9298,true
・(￣∀￣)・:*:,Neotis denhami,Stanley bustard,Margo,Female,7/12/2023,59-275-8812,true
1/0,Pitangus sulphuratus,Great kiskadee,Jamill,Male,7/29/2023,24-287-7290,false
1/2,Eubalaena australis,"Whale, southern right",Laurena,Polygender,5/22/2023,41-952-7126,false
⁰⁴⁵₀₁₂,Redunca redunca,Bohor reedbuck,Kiersten,Genderfluid,5/15/2023,22-401-8626,false
울란바토르,Pitangus sulphuratus,"Kiskadee, great",Brice,Male,10/2/2023,80-962-3744,true
"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",Phoenicopterus chilensis,"Flamingo, chilean",Emmit,Male,2/1/2024,93-556-5518,true
"""'""'""''''""",Eolophus roseicapillus,Galah,Wally,Female,5/18/2023,59-313-2684,false
₀₁₂,Phalacrocorax carbo,"Cormorant, great",Gianna,Female,8/28/2023,16-810-5278,true
・(￣∀￣)・:*:,Cebus apella,"Capuchin, brown",Elset,Female,8/23/2023,86-898-7162,false
␢,Proteles cristatus,Aardwolf,Merv,Male,7/27/2023,76-061-4090,true
١٢٣,Alces alces,Moose,Lorena,Female,9/6/2023,49-081-0679,false
"""""",Limnocorax flavirostra,African black crake,Adiana,Female,7/30/2023,62-215-4410,true
../../../../../../../../../../../etc/passwd%00,Tadorna tadorna,"Shelduck, european",Cosetta,Female,11/17/2023,81-145-4961,true
`⁄€‹›ﬁﬂ‡°·‚—±,Ephippiorhynchus mycteria,"Stork, black-necked",Eal,Male,3/21/2024,14-539-1865,false
999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,Zosterops pallidus,"White-eye, cape",Ruperto,Male,10/2/2023,03-629-1683,true
() { 0; }; touch /tmp/blns.shellshock1.fail;,Felis libyca,"Cat, cape wild",Callida,Female,3/20/2024,02-980-1955,false
<svg><script>0<1>alert('XSS')</script>,Bubalornis niger,Red-billed buffalo weaver,Rafa,Female,4/4/2024,36-769-9766,false
社會科學院語學研究所,Ninox superciliaris,"Owl, madagascar hawk",Alejandra,Female,7/25/2023,52-632-2956,false
"""''''""'""",Streptopelia senegalensis,Little brown dove,Brody,Male,8/26/2023,09-382-5722,false
˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,Kobus defassa,"Waterbuck, defassa",Romola,Female,5/12/2023,62-448-9608,false
̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,Anhinga rufa,"Darter, african",Gus,Male,6/9/2023,41-544-5314,true
<script>alert('hi')</script>,Naja nivea,"Cobra, cape",Ambrose,Male,8/1/2023,38-308-5351,true
<svg><script>0<1>alert('XSS')</script>,Anastomus oscitans,"Stork, openbill",Minette,Female,9/15/2023,68-603-4001,true
1'; DROP TABLE users--,Erethizon dorsatum,"Porcupine, north american",Cale,Bigender,5/7/2023,62-688-1685,true
1'; DROP TABLE users--,Morelia spilotes variegata,Carpet snake,Doloritas,Female,7/5/2023,45-716-2501,false
הָיְתָהtestالصفحات التّحول,Cyrtodactylus louisiadensis,"Gecko, ring-tailed",Denis,Polygender,4/4/2024,28-313-9794,false
(╯°□°）╯︵ ┻━┻)  ,Creagrus furcatus,"Gull, swallow-tail",Giles,Male,11/14/2023,82-704-8026,false
'',Propithecus verreauxi,"Sifaka, verreaux's",Wallace,Male,1/11/2024,50-426-8336,true
1/2,Trichoglossus chlorolepidotus,"Lorikeet, scaly-breasted",Francesco,Genderqueer,11/1/2023,88-391-5125,true
｀ｨ(´∀｀∩,Bubo virginianus,"Owl, great horned",Valerie,Female,10/11/2023,77-378-8312,false
ÅÍÎÏ˝ÓÔÒÚÆ☃,Connochaetus taurinus,Blue wildebeest,Natassia,Female,1/1/2024,28-959-1245,true
